x_1,x_2,y
1.283,0.292,4.507
1.282,0.264,4.537
1.206,0.257,4.517
1.244,0.190,4.593
1.302,0.213,4.513
1.247,0.307,4.612
1.283,0.210,4.498
1.336,0.334,4.630
1.226,0.246,4.536
1.197,0.247,4.640
1.328,0.223,4.594
1.313,0.242,4.548
1.221,0.243,4.547
1.269,0.308,4.473
1.248,0.177,4.591
1.268,0.183,4.498
1.254,0.252,4.528
1.230,0.180,4.564
1.327,0.242,4.551
1.342,0.156,4.580
1.246,0.205,4.472
1.300,0.205,4.489
1.191,0.270,4.474
1.287,0.248,4.588
1.197,0.256,4.441
1.309,0.200,4.504
1.210,0.184,4.601
1.227,0.195,4.548
1.271,0.300,4.587
1.219,0.264,4.643
1.190,0.247,4.535
1.316,0.240,4.513
1.294,0.312,4.538
1.204,0.254,4.614
1.237,0.209,4.582
1.294,0.231,4.554
1.199,0.217,4.621
1.257,0.179,4.468
1.303,0.215,4.531
1.235,0.257,4.567
1.262,0.244,4.471
1.211,0.266,4.582
1.163,0.245,4.604
1.340,0.261,4.538
1.306,0.257,4.481
1.306,0.290,4.616
1.231,0.200,4.674
1.212,0.228,4.589
1.324,0.318,4.726
1.250,0.208,4.553
1.221,0.300,4.508
1.260,0.321,4.555
1.285,0.318,4.543
1.279,0.249,4.572
1.209,0.306,4.536
1.212,0.255,4.636
1.240,0.266,4.505
1.304,0.217,4.514
1.179,0.253,4.568
1.328,0.224,4.541
1.347,0.215,4.602
1.302,0.269,4.601
1.318,0.287,4.516
1.335,0.261,4.599
1.276,0.232,4.473
1.167,0.190,4.564
1.204,0.201,4.615
1.286,0.215,4.520
1.277,0.357,4.542
1.249,0.159,4.643
1.335,0.252,4.602
1.312,0.265,4.563
1.219,0.280,4.533
1.240,0.193,4.560
1.312,0.297,4.550
1.259,0.265,4.521
1.308,0.164,4.618
1.280,0.176,4.738
1.254,0.225,4.537
1.229,0.165,4.618
1.261,0.223,4.684
1.340,0.180,4.563
1.248,0.158,4.577
1.273,0.268,4.628
1.353,0.153,4.581
1.244,0.290,4.662
1.292,0.248,4.533
1.250,0.338,4.656
1.278,0.234,4.615
1.196,0.253,4.652
1.363,0.171,4.615
1.232,0.196,4.555
1.252,0.218,4.524
1.293,0.229,4.601
1.321,0.222,4.533
1.346,0.191,4.552
1.219,0.296,4.528
1.315,0.224,4.614
1.353,0.224,4.511
1.285,0.250,4.654
1.318,0.159,4.585
1.218,0.286,4.579
1.302,0.223,4.688
1.281,0.216,4.658
1.284,0.253,4.672
1.252,0.283,4.570
1.242,0.252,4.606
1.282,0.303,4.560
1.239,0.232,4.636
1.307,0.300,4.600
1.256,0.317,4.640
1.332,0.155,4.615
1.229,0.178,4.530
1.220,0.239,4.771
1.281,0.245,4.693
1.281,0.276,4.626
1.269,0.254,4.641
1.307,0.222,4.564
1.214,0.169,4.606
1.255,0.309,4.556
1.244,0.255,4.614
1.280,0.259,4.631
1.278,0.299,4.609
1.195,0.242,4.577
1.163,0.243,4.653
1.249,0.220,4.600
1.264,0.204,4.703
1.172,0.280,4.600
1.275,0.291,4.622
1.179,0.254,4.671
1.276,0.354,4.645
1.288,0.328,4.651
1.296,0.267,4.619
1.296,0.196,4.682
1.334,0.250,4.663
1.296,0.233,4.697
1.242,0.303,4.677
1.270,0.200,4.630
1.248,0.277,4.599
1.338,0.291,4.615
1.269,0.169,4.560
1.310,0.177,4.603
1.236,0.226,4.603
1.255,0.263,4.683
1.258,0.208,4.728
1.304,0.307,4.717
1.285,0.292,4.631
1.331,0.196,4.822
1.266,0.274,4.611
1.350,0.248,4.627
1.295,0.120,4.589
1.344,0.288,4.638
1.290,0.270,4.641
1.316,0.202,4.593
1.296,0.225,4.640
1.323,0.226,4.678
1.249,0.169,4.692
1.281,0.295,4.568
1.265,0.324,4.633
1.319,0.196,4.666
1.290,0.244,4.594
1.398,0.245,4.653
1.304,0.210,4.658
1.332,0.254,4.647
1.324,0.250,4.595
1.301,0.179,4.685
1.307,0.230,4.597
1.254,0.223,4.648
1.172,0.219,4.707
1.298,0.278,4.578
1.263,0.206,4.710
1.312,0.130,4.749
1.263,0.112,4.739
1.345,0.230,4.642
1.336,0.337,4.571
1.276,0.275,4.692
1.299,0.297,4.644
1.237,0.251,4.660
1.270,0.269,4.786
1.322,0.304,4.652
1.321,0.186,4.757
1.189,0.226,4.604
1.286,0.318,4.683
1.319,0.262,4.632
1.334,0.240,4.758
1.296,0.183,4.689
1.355,0.253,4.636
1.309,0.252,4.615
1.344,0.277,4.726
1.204,0.241,4.654
1.245,0.323,4.753
1.249,0.225,4.707
1.191,0.274,4.666
1.352,0.234,4.686
1.252,0.248,4.739
1.263,0.266,4.663
1.267,0.233,4.770
1.256,0.285,4.654
1.298,0.280,4.665
1.204,0.260,4.707
1.155,0.244,4.682
1.253,0.247,4.701
1.191,0.221,4.739
1.333,0.210,4.717
1.268,0.234,4.738
1.336,0.205,4.677
1.320,0.193,4.726
1.290,0.222,4.704
1.285,0.101,4.734
1.288,0.195,4.793
1.333,0.275,4.690
1.325,0.233,4.642
1.357,0.235,4.636
1.257,0.225,4.704
1.241,0.197,4.726
1.239,0.207,4.730
1.297,0.285,4.680
1.346,0.180,4.690
1.347,0.312,4.763
1.338,0.172,4.707
1.249,0.239,4.689
1.263,0.331,4.656
1.289,0.294,4.671
1.289,0.276,4.763
1.211,0.151,4.692
1.225,0.273,4.785
1.301,0.258,4.675
1.300,0.306,4.655
1.338,0.227,4.738
1.360,0.257,4.741
1.193,0.216,4.718
1.359,0.209,4.714
1.287,0.247,4.762
1.314,0.262,4.649
1.321,0.165,4.759
1.223,0.224,4.689
1.324,0.225,4.723
1.294,0.239,4.710
1.269,0.322,4.803
1.301,0.220,4.682
1.171,0.226,4.762
1.357,0.162,4.761
1.264,0.184,4.691
1.286,0.214,4.765
1.296,0.103,4.737
1.269,0.198,4.743
1.338,0.253,4.769
1.342,0.234,4.795
1.186,0.255,4.774
1.337,0.296,4.815
1.234,0.365,4.798
1.393,0.214,4.803
1.228,0.211,4.704
1.306,0.300,4.785
1.382,0.183,4.734
1.233,0.288,4.786
1.236,0.303,4.762
1.194,0.277,4.630
1.232,0.215,4.790
1.247,0.273,4.760
1.213,0.240,4.731
1.282,0.171,4.752
1.264,0.188,4.754
1.175,0.237,4.781
1.297,0.209,4.699
1.203,0.236,4.645
1.238,0.253,4.738
1.233,0.184,4.827
1.383,0.243,4.767
1.211,0.267,4.763
1.342,0.206,4.798
1.255,0.318,4.743
1.274,0.284,4.765
1.266,0.231,4.821
1.386,0.165,4.693
1.244,0.248,4.662
1.260,0.311,4.792
1.282,0.254,4.746
1.205,0.280,4.830
1.342,0.287,4.743
1.243,0.184,4.823
1.181,0.176,4.841
1.299,0.251,4.784
1.257,0.246,4.807
1.275,0.243,4.748
1.324,0.276,4.797
1.272,0.255,4.705
1.237,0.299,4.845
1.354,0.334,4.757
1.307,0.221,4.764
1.264,0.210,4.706
1.289,0.276,4.748
1.286,0.290,4.736
1.265,0.219,4.846
1.335,0.164,4.768
1.226,0.245,4.798
1.312,0.282,4.656
1.235,0.236,4.848
1.215,0.185,4.821
1.410,0.257,4.714
1.302,0.305,4.834
1.222,0.229,4.810
1.235,0.223,4.756
1.265,0.142,4.790
1.217,0.323,4.731
1.319,0.197,4.736
1.357,0.299,4.687
1.289,0.220,4.800
1.372,0.183,4.843
1.310,0.265,4.838
1.356,0.186,4.796
1.310,0.201,4.796
1.333,0.328,4.756
1.215,0.315,4.678
1.331,0.200,4.693
1.214,0.190,4.773
1.357,0.258,4.761
1.277,0.257,4.843
1.324,0.231,4.780
1.280,0.274,4.887
1.266,0.265,4.833
1.307,0.226,4.826
1.302,0.245,4.726
1.257,0.221,4.859
1.237,0.221,4.831
1.236,0.291,4.674
1.402,0.235,4.856
1.335,0.267,4.795
1.299,0.231,4.783
1.350,0.224,4.787
1.368,0.247,4.865
1.309,0.276,4.759
1.236,0.194,4.836
1.257,0.181,4.810
1.385,0.280,4.807
1.166,0.221,4.853
1.288,0.307,4.855
1.275,0.256,4.732
1.306,0.210,4.786
1.374,0.217,4.787
1.333,0.301,4.751
1.210,0.239,4.779
1.316,0.219,4.823
1.305,0.270,4.772
1.295,0.242,4.742
1.332,0.292,4.826
1.292,0.273,4.856
1.312,0.209,4.846
1.267,0.243,4.889
1.348,0.216,4.849
1.322,0.213,4.818
1.284,0.294,4.804
1.257,0.297,4.826
1.180,0.251,4.860
1.248,0.145,4.883
1.316,0.346,4.802
1.256,0.246,4.894
1.262,0.306,4.827
1.208,0.210,4.794
1.250,0.293,4.849
1.228,0.211,4.901
1.341,0.259,4.803
1.338,0.272,4.907
1.235,0.183,4.835
1.272,0.316,4.708
1.251,0.258,4.910
1.308,0.300,4.812
1.313,0.252,4.807
1.305,0.265,4.900
1.312,0.253,4.772
1.249,0.310,4.843
1.374,0.205,4.857
1.269,0.236,4.905
1.268,0.265,4.851
1.282,0.230,4.885
1.164,0.228,4.819
1.285,0.242,4.857
1.288,0.207,4.782
1.349,0.262,4.852
1.269,0.211,4.941
1.257,0.281,4.812
1.286,0.260,4.893
1.235,0.190,4.958
1.358,0.299,4.896
1.342,0.326,4.812
1.309,0.325,4.923
1.273,0.267,4.858
1.275,0.303,4.834
1.345,0.223,4.826
1.239,0.268,4.789
1.300,0.260,4.889
1.275,0.245,4.853
1.214,0.320,4.769
1.282,0.258,4.832
1.337,0.244,4.876
1.280,0.312,4.964
1.264,0.122,4.881
1.222,0.215,4.795
1.159,0.187,4.917
1.253,0.225,4.928
1.318,0.242,4.903
1.328,0.271,4.813
1.297,0.252,4.891
1.377,0.279,4.860
1.220,0.234,4.893
1.321,0.177,4.934
1.322,0.277,4.903
1.277,0.169,4.858
1.265,0.262,4.895
1.315,0.283,4.852
1.336,0.181,4.861
1.212,0.218,4.951
1.314,0.308,4.825
1.284,0.338,4.941
1.264,0.286,4.890
1.285,0.345,4.910
1.198,0.348,4.878
1.295,0.233,4.881
1.332,0.263,4.981
1.299,0.185,4.812
1.144,0.189,4.985
1.274,0.253,4.871
1.143,0.155,4.802
1.291,0.243,4.879
1.217,0.223,4.980
1.354,0.237,4.890
1.267,0.266,4.940
1.423,0.243,4.889
1.427,0.219,4.887
1.291,0.195,4.936
1.311,0.222,4.840
1.233,0.278,4.904
1.310,0.212,4.869
1.310,0.308,4.927
1.264,0.216,4.932
1.353,0.322,4.885
1.348,0.257,4.886
1.263,0.271,4.917
1.270,0.213,4.886
1.402,0.226,4.838
1.288,0.288,4.990
1.213,0.227,4.987
1.258,0.318,4.869
1.258,0.132,4.922
1.320,0.207,4.944
1.248,0.275,4.850
1.243,0.212,4.861
1.255,0.250,4.967
1.323,0.255,4.900
1.299,0.279,4.952
1.358,0.246,4.949
1.224,0.257,4.889
1.358,0.247,4.902
1.352,0.247,4.854
1.363,0.250,5.044
1.293,0.210,4.886
1.358,0.300,4.882
1.301,0.285,4.906
1.341,0.253,4.862
1.330,0.208,4.834
1.347,0.281,4.979
1.306,0.288,4.975
1.263,0.366,4.987
1.275,0.353,4.893
1.290,0.222,4.993
1.321,0.251,4.936
1.259,0.240,4.904
1.216,0.218,4.937
1.234,0.258,5.002
1.341,0.226,4.961
1.297,0.211,4.943
1.351,0.253,5.011
1.353,0.306,4.895
1.233,0.250,4.855
1.273,0.216,4.937
1.225,0.264,4.883
1.222,0.268,4.968
1.314,0.238,4.919
1.347,0.238,4.980
1.355,0.191,4.940
1.230,0.209,4.884
1.267,0.267,4.997
1.290,0.259,4.990
1.249,0.309,5.081
1.343,0.158,4.937
1.247,0.274,4.934
1.332,0.264,4.924
1.222,0.288,4.989
1.361,0.206,5.017
1.209,0.252,4.922
1.247,0.266,5.003
1.289,0.287,4.988
1.299,0.325,4.958
1.224,0.226,4.927
1.254,0.286,5.034
1.293,0.225,4.926
1.237,0.292,5.071
1.209,0.332,4.962
1.249,0.195,4.865
1.322,0.328,5.044
1.365,0.293,4.963
1.372,0.262,4.987
1.333,0.253,4.967
1.262,0.295,4.929
1.279,0.295,4.938
1.300,0.197,4.942
1.248,0.323,4.941
1.270,0.280,4.969
1.297,0.297,4.884
1.329,0.276,4.943
1.275,0.202,4.877
1.279,0.226,4.995
1.286,0.311,5.045
1.316,0.243,5.067
1.286,0.214,5.078
1.246,0.304,4.977
1.276,0.244,5.068
1.223,0.294,5.030
1.362,0.259,5.025
1.353,0.223,5.109
1.281,0.295,4.875
1.339,0.327,4.988
1.230,0.285,5.002
1.314,0.366,5.037
1.165,0.214,4.862
1.282,0.274,4.941
1.302,0.197,4.875
1.304,0.281,5.112
1.318,0.228,4.901
1.274,0.267,4.988
1.290,0.260,5.028
1.331,0.273,4.989
1.310,0.230,5.011
1.343,0.290,4.891
1.210,0.202,4.961
1.251,0.284,5.053
1.374,0.276,5.003
1.348,0.242,5.035
1.417,0.324,4.973
1.256,0.196,5.010
1.377,0.262,5.003
1.329,0.265,4.927
1.305,0.315,5.066
1.314,0.186,4.948
1.394,0.225,4.988
1.225,0.339,4.981
1.404,0.270,4.968
1.246,0.178,5.060
1.289,0.223,4.926
1.332,0.313,4.988
1.338,0.265,4.989
1.215,0.253,4.990
1.309,0.142,5.094
1.318,0.253,5.035
1.252,0.225,4.989
1.330,0.270,5.021
1.304,0.213,4.977
1.269,0.292,5.014
1.290,0.265,4.994
1.446,0.233,5.074
1.352,0.288,5.004
1.356,0.269,5.111
1.294,0.177,4.997
1.327,0.180,4.946
1.321,0.309,4.911
1.251,0.234,5.036
1.284,0.324,5.040
1.270,0.293,5.007
1.320,0.324,4.988
1.383,0.270,4.915
1.336,0.209,5.029
1.229,0.295,5.088
1.269,0.304,4.970
1.348,0.303,5.005
1.273,0.241,5.105
1.296,0.320,5.076
1.282,0.293,5.000
1.175,0.271,5.060
1.313,0.196,5.083
1.358,0.263,5.053
1.282,0.282,5.027
1.359,0.228,5.057
1.309,0.281,5.057
1.351,0.262,5.042
1.281,0.274,4.849
1.249,0.213,5.022
1.364,0.355,4.996
1.289,0.332,4.987
1.390,0.237,5.047
1.282,0.217,5.170
1.299,0.294,5.016
1.347,0.278,5.080
1.197,0.309,4.981
1.344,0.307,5.101
1.279,0.221,5.051
1.264,0.220,5.099
1.347,0.302,5.039
1.325,0.239,5.141
1.303,0.332,5.053
1.305,0.227,5.057
1.285,0.217,5.032
1.328,0.267,5.034
1.318,0.293,5.056
1.247,0.300,5.056
1.295,0.245,5.128
1.319,0.320,5.019
1.310,0.251,5.006
1.263,0.208,5.046
1.317,0.219,5.042
1.315,0.294,5.094
1.337,0.262,5.054
1.254,0.330,5.040
1.361,0.228,5.059
1.311,0.262,5.058
1.317,0.343,5.052
1.273,0.254,5.100
1.279,0.255,4.993
1.247,0.241,5.036
1.365,0.282,4.989
1.232,0.259,5.027
1.199,0.235,5.059
1.301,0.344,5.085
1.252,0.317,4.984
1.244,0.193,5.013
1.390,0.222,5.079
1.261,0.293,5.196
1.353,0.293,5.107
1.302,0.200,4.984
1.324,0.270,5.090
1.332,0.256,5.083
1.274,0.251,4.968
1.350,0.253,5.086
1.297,0.340,5.067
1.293,0.274,4.993
1.285,0.317,5.021
1.345,0.218,5.032
1.387,0.262,5.094
1.341,0.135,5.070
1.226,0.220,5.064
1.297,0.287,5.079
1.277,0.303,5.058
1.377,0.253,5.108
1.354,0.228,5.095
1.300,0.202,5.084
1.312,0.357,5.091
1.346,0.265,5.076
1.275,0.248,5.115
1.310,0.273,5.101
1.345,0.178,5.132
1.299,0.295,5.063
1.341,0.329,5.115
1.381,0.322,5.097
1.249,0.250,5.009
1.328,0.277,5.092
1.324,0.230,5.086
1.302,0.233,5.172
1.321,0.193,5.088
1.359,0.221,5.115
1.374,0.290,5.086
1.391,0.205,5.167
1.311,0.154,5.094
1.222,0.196,5.025
1.321,0.287,5.135
1.275,0.301,5.060
1.303,0.297,5.109
1.278,0.294,5.182
1.248,0.291,5.145
1.260,0.210,5.052
1.384,0.220,5.166
1.293,0.216,5.062
1.296,0.225,5.057
1.322,0.257,4.995
1.302,0.224,5.116
1.289,0.213,5.103
1.256,0.335,5.124
1.329,0.215,5.093
1.316,0.279,5.065
1.294,0.352,5.145
1.304,0.237,5.090
1.226,0.267,5.128
1.348,0.235,5.128
1.221,0.396,5.120
1.422,0.216,5.121
1.284,0.220,5.176
1.265,0.278,5.124
1.335,0.300,5.142
1.353,0.291,5.117
1.346,0.254,5.093
1.385,0.268,5.067
1.286,0.331,5.182
1.203,0.364,5.154
1.313,0.243,5.065
1.383,0.248,5.092
1.386,0.351,5.108
1.225,0.335,5.134
1.269,0.305,5.124
1.283,0.276,5.095
1.262,0.275,5.141
1.293,0.319,5.106
1.294,0.335,5.106
1.313,0.208,5.121
1.302,0.334,5.057
1.420,0.291,5.131
1.326,0.351,5.210
1.320,0.252,5.132
1.335,0.243,5.112
1.360,0.359,5.091
1.337,0.319,5.075
1.303,0.301,5.147
1.392,0.347,5.078
1.331,0.305,5.095
1.326,0.268,5.138
1.321,0.322,5.102
1.391,0.230,5.186
1.406,0.300,5.200
1.357,0.194,5.172
1.330,0.304,5.193
1.319,0.331,5.139
1.351,0.255,5.155
1.308,0.338,5.141
1.411,0.288,5.180
1.241,0.400,5.128
1.410,0.226,5.156
1.327,0.312,5.201
1.355,0.312,5.158
1.311,0.264,5.213
1.356,0.222,5.080
1.301,0.200,5.205
1.272,0.321,5.137
1.321,0.214,5.136
1.302,0.230,5.133
1.344,0.228,5.146
1.326,0.254,5.213
1.359,0.291,5.216
1.251,0.237,5.161
1.314,0.221,5.193
1.317,0.326,5.155
1.304,0.228,5.224
1.352,0.288,5.117
1.338,0.306,5.085
1.331,0.237,5.080
1.311,0.271,5.197
1.298,0.288,5.155
1.276,0.245,5.167
1.360,0.318,5.267
1.276,0.330,5.146
1.356,0.209,5.214
1.336,0.219,5.158
1.366,0.269,5.127
1.283,0.286,5.230
1.212,0.278,5.188
1.366,0.244,5.201
1.315,0.405,5.135
1.286,0.300,5.202
1.332,0.258,5.216
1.196,0.340,5.139
1.270,0.284,5.145
1.256,0.225,5.253
1.304,0.207,5.204
1.249,0.278,5.179
1.313,0.286,5.200
1.250,0.263,5.118
1.256,0.220,5.280
1.223,0.270,5.178
1.273,0.287,5.130
1.306,0.372,5.237
1.322,0.228,5.227
1.335,0.248,5.124
1.326,0.291,5.185
1.313,0.292,5.222
1.389,0.227,5.176
1.330,0.261,5.100
1.261,0.248,5.167
1.313,0.264,5.160
1.202,0.368,5.263
1.336,0.268,5.176
1.332,0.214,5.148
1.423,0.299,5.134
1.322,0.277,5.220
1.254,0.222,5.113
1.331,0.278,5.268
1.303,0.274,5.160
1.327,0.308,5.136
1.342,0.176,5.205
1.298,0.323,5.215
1.291,0.098,5.122
1.385,0.260,5.237
1.323,0.325,5.220
1.336,0.316,5.267
1.290,0.131,5.192
1.322,0.231,5.205
1.311,0.179,5.231
1.343,0.283,5.159
1.321,0.334,5.271
1.300,0.248,5.184
1.289,0.306,5.230
1.302,0.310,5.154
1.287,0.290,5.111
1.368,0.354,5.107
1.240,0.295,5.147
1.287,0.287,5.203
1.370,0.231,5.178
1.342,0.325,5.253
1.314,0.292,5.128
1.365,0.268,5.243
1.252,0.220,5.326
1.264,0.250,5.273
1.318,0.434,5.213
1.311,0.326,5.175
1.361,0.322,5.227
1.327,0.257,5.362
1.283,0.231,5.260
1.334,0.317,5.256
1.427,0.259,5.189
1.312,0.186,5.194
1.274,0.253,5.107
1.337,0.226,5.253
1.314,0.275,5.154
1.291,0.234,5.256
1.307,0.246,5.374
1.349,0.336,5.263
1.312,0.276,5.200
1.329,0.226,5.283
1.345,0.329,5.288
1.289,0.274,5.218
1.287,0.260,5.248
1.286,0.259,5.220
1.319,0.265,5.199
1.327,0.232,5.259
1.342,0.267,5.277
1.267,0.230,5.206
1.256,0.319,5.339
1.243,0.248,5.269
1.349,0.309,5.196
1.316,0.216,5.185
1.352,0.303,5.216
1.284,0.220,5.249
1.258,0.264,5.280
1.367,0.218,5.226
1.316,0.214,5.137
1.421,0.306,5.245
1.356,0.248,5.246
1.319,0.308,5.230
1.326,0.270,5.244
1.318,0.347,5.255
1.347,0.301,5.196
1.311,0.265,5.201
1.255,0.293,5.285
1.312,0.204,5.305
1.368,0.322,5.235
1.307,0.272,5.295
1.340,0.272,5.217
1.309,0.268,5.218
1.320,0.232,5.172
1.343,0.311,5.198
1.325,0.347,5.152
1.280,0.340,5.255
1.268,0.263,5.257
1.360,0.292,5.342
1.407,0.277,5.221
1.332,0.269,5.358
1.312,0.259,5.238
1.351,0.215,5.321
1.327,0.371,5.319
1.333,0.232,5.344
1.357,0.271,5.340
1.288,0.287,5.316
1.407,0.287,5.342
1.355,0.304,5.370
1.398,0.237,5.270
1.327,0.272,5.315
1.307,0.296,5.228
1.263,0.224,5.299
1.345,0.297,5.292
1.286,0.257,5.266
1.226,0.302,5.294
1.300,0.332,5.305
1.249,0.246,5.306
1.285,0.344,5.306
1.284,0.271,5.255
1.219,0.335,5.395
1.332,0.363,5.225
1.309,0.311,5.283
1.338,0.312,5.342
1.317,0.321,5.333
1.315,0.266,5.256
1.391,0.256,5.371
1.315,0.302,5.252
1.274,0.356,5.303
1.371,0.382,5.286
1.365,0.251,5.343
1.325,0.338,5.261
1.393,0.398,5.308
1.346,0.280,5.349
1.346,0.233,5.278
1.308,0.226,5.261
1.365,0.282,5.283
1.301,0.282,5.349
1.325,0.412,5.321
1.358,0.226,5.347
1.357,0.274,5.303
1.391,0.353,5.282
1.325,0.281,5.276
1.316,0.400,5.247
1.392,0.244,5.290
1.421,0.304,5.363
1.323,0.252,5.300
1.366,0.234,5.305
1.278,0.379,5.329
1.353,0.213,5.292
1.362,0.330,5.318
1.418,0.278,5.305
1.277,0.145,5.285
1.403,0.280,5.384
1.387,0.302,5.358
1.285,0.310,5.280
1.255,0.222,5.311
1.347,0.230,5.309
1.355,0.292,5.265
1.321,0.221,5.296
1.421,0.326,5.292
1.365,0.230,5.266
1.296,0.291,5.306
1.301,0.267,5.367
1.320,0.304,5.335
1.360,0.261,5.285
1.358,0.266,5.370
1.222,0.259,5.283
1.382,0.245,5.375
1.365,0.300,5.259
1.366,0.154,5.293
1.287,0.325,5.329
1.316,0.242,5.328
1.304,0.299,5.193
1.217,0.231,5.304
1.376,0.247,5.285
1.270,0.236,5.429
1.320,0.203,5.306
1.225,0.339,5.456
1.370,0.283,5.320
1.327,0.377,5.350
1.253,0.245,5.254
1.327,0.278,5.356
1.375,0.254,5.394
1.223,0.299,5.358
1.334,0.340,5.286
1.390,0.372,5.380
1.265,0.251,5.349
1.391,0.128,5.317
1.337,0.368,5.336
1.286,0.333,5.332
1.299,0.284,5.371
1.298,0.232,5.238
1.359,0.308,5.408
1.255,0.203,5.380
1.273,0.330,5.382
1.402,0.253,5.423
1.404,0.267,5.292
1.320,0.267,5.294
1.401,0.315,5.448
1.340,0.293,5.334
1.293,0.307,5.429
1.317,0.389,5.435
1.277,0.281,5.321
1.383,0.219,5.322
1.380,0.314,5.453
1.315,0.398,5.351
1.249,0.243,5.460
1.386,0.291,5.378
1.327,0.307,5.381
1.333,0.251,5.398
1.307,0.262,5.404
1.371,0.315,5.371
1.364,0.317,5.473
1.299,0.290,5.469
1.344,0.292,5.356
1.331,0.291,5.402
1.343,0.343,5.339
1.419,0.114,5.306
1.272,0.305,5.272
1.429,0.331,5.430
1.352,0.362,5.373
1.355,0.306,5.385
1.273,0.262,5.422
1.451,0.246,5.344
1.300,0.167,5.384
1.304,0.330,5.480
1.377,0.367,5.371
1.318,0.270,5.379
1.330,0.216,5.455
1.308,0.214,5.298
1.323,0.218,5.314
1.422,0.181,5.406
1.312,0.310,5.423
1.286,0.250,5.406
1.327,0.274,5.331
1.359,0.303,5.286
1.317,0.278,5.382
1.295,0.268,5.296
1.318,0.333,5.359
1.369,0.319,5.316
1.354,0.370,5.368
1.317,0.301,5.380
1.364,0.285,5.310
1.217,0.292,5.426
1.362,0.336,5.351
1.270,0.243,5.404
1.303,0.221,5.415
1.325,0.311,5.494
1.376,0.279,5.448
1.420,0.274,5.365
1.299,0.356,5.406
1.327,0.297,5.387
1.381,0.281,5.421
1.293,0.302,5.336
1.307,0.291,5.414
1.261,0.405,5.426
1.440,0.335,5.392
1.307,0.306,5.411
1.307,0.289,5.331
1.262,0.305,5.365
1.354,0.272,5.343
1.287,0.304,5.365
1.375,0.350,5.460
1.324,0.340,5.460
1.371,0.393,5.386
1.315,0.255,5.458
1.260,0.233,5.354
1.353,0.309,5.336
1.240,0.190,5.402
1.289,0.324,5.461
1.368,0.290,5.401
1.304,0.310,5.460
1.324,0.252,5.415
1.380,0.365,5.409
1.318,0.168,5.575
1.207,0.243,5.407
1.322,0.208,5.399
1.322,0.314,5.430
1.311,0.264,5.433
1.341,0.349,5.437
1.277,0.289,5.397
1.394,0.322,5.430
1.268,0.301,5.513
1.418,0.313,5.408
1.312,0.259,5.372
1.292,0.328,5.457
1.339,0.291,5.395
1.410,0.294,5.448
1.324,0.196,5.418
1.283,0.290,5.477
1.361,0.304,5.408
1.392,0.319,5.417
1.342,0.328,5.482
1.343,0.187,5.476
1.337,0.245,5.459
1.362,0.298,5.456
1.328,0.341,5.447
1.364,0.354,5.427
1.372,0.284,5.469
1.240,0.373,5.421
1.373,0.230,5.446
1.315,0.269,5.478
1.345,0.268,5.409
1.356,0.279,5.463
1.343,0.336,5.392
1.261,0.363,5.383
1.365,0.237,5.479
1.273,0.262,5.438
1.273,0.177,5.403
1.357,0.295,5.418
1.281,0.246,5.442
1.231,0.270,5.524
1.330,0.306,5.459
1.279,0.250,5.504
1.381,0.296,5.389
1.214,0.291,5.433
1.278,0.249,5.426
1.354,0.314,5.483
1.370,0.300,5.459
1.309,0.199,5.466
1.329,0.384,5.517
1.219,0.367,5.458
1.250,0.352,5.429
1.314,0.292,5.469
1.292,0.352,5.368
1.378,0.341,5.502
1.364,0.330,5.364
1.393,0.315,5.471
1.270,0.260,5.522
1.354,0.253,5.502
1.274,0.312,5.406
1.385,0.250,5.434
1.422,0.266,5.440
1.381,0.250,5.471
1.323,0.350,5.512
1.352,0.272,5.472
1.358,0.202,5.456
1.342,0.249,5.463
1.371,0.283,5.423
1.356,0.238,5.402
1.321,0.270,5.417
1.318,0.343,5.439
1.301,0.233,5.447
1.317,0.246,5.496
1.279,0.339,5.496
1.291,0.262,5.517
1.429,0.285,5.461
1.269,0.238,5.427
1.334,0.336,5.506
1.312,0.269,5.552
1.361,0.282,5.505
1.312,0.199,5.472
1.236,0.334,5.454
1.341,0.256,5.433
1.283,0.329,5.483
1.261,0.231,5.517
1.270,0.198,5.534
1.368,0.278,5.578
1.379,0.256,5.448
1.284,0.294,5.535
1.366,0.329,5.533
1.378,0.291,5.553
1.308,0.365,5.471
1.336,0.333,5.516
1.359,0.367,5.481
1.327,0.210,5.537
1.324,0.300,5.430
1.326,0.253,5.470
1.364,0.311,5.510
1.318,0.322,5.538
1.296,0.260,5.521
1.289,0.175,5.429
1.403,0.309,5.485
1.396,0.302,5.503
1.455,0.240,5.468
1.358,0.349,5.441
1.355,0.210,5.442
1.327,0.266,5.492
1.292,0.212,5.477
1.338,0.253,5.485
1.287,0.313,5.495
1.389,0.373,5.540
1.294,0.293,5.481
1.403,0.378,5.495
1.237,0.214,5.503
1.388,0.217,5.549
1.306,0.351,5.551
1.384,0.344,5.486
1.362,0.360,5.552
1.304,0.327,5.552
1.294,0.267,5.512
1.148,0.289,5.518
1.270,0.268,5.544
1.349,0.329,5.426
1.426,0.305,5.478
1.408,0.279,5.483
1.323,0.309,5.485
1.299,0.310,5.460
1.324,0.285,5.646
1.322,0.297,5.514
1.331,0.248,5.438
1.254,0.328,5.599
1.310,0.236,5.538
1.302,0.316,5.490
